state,city,popular_destination,latitude,longitude,interest,google_rating,price_fare,place_category,estimated_visits,popularity_score,best_season_to_visit,crowd_level,synthetic_review,sentiment_score,experience_score,item_id
West Bengal,Darjeeling,Everest museum,27.9881206,86.9249751,"Arts, Science & Literature Attractions",4.9,0,Urban,26966,3.232262089,October to March,High,Everest museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.531452418,170
Punjab,Amritsar,Shree Harminder Sahib Gurudwara,31.6271534,74.8673445,Religious & Spiritual Pilgrimages,4.9,0,Religious,26916,3.23172018,October to March,High,Shree Harminder Sahib Gurudwara is a highly recommended religious destination with an excellent overall experience.,0.29,3.531344036,171
Uttarakhand,Mussoorie,"Skywalk ,zipswings in Mussoorie",30.4597892,78.0643723,Adventure & Outdoor Activities,4.9,0,Urban,26894,3.23148174,October to March,High,"Skywalk ,zipswings in Mussoorie is a highly recommended urban destination with an excellent overall experience.",0.29,3.531296348,172
Haryana,Gurugram,Go-karting at Link road,29.0587757,76.085601,Adventure & Outdoor Activities,4.9,0,Urban,26863,3.231145757,October to March,High,Go-karting at Link road is a highly recommended urban destination with an excellent overall experience.,0.29,3.531229151,173
Uttar Pradesh,Lucknow,Hazratganj market,26.8541536,80.9447827,Shopping & Markets,4.9,0,Urban,26852,3.231026537,October to March,High,Hazratganj market is a highly recommended urban destination with an excellent overall experience.,0.29,3.531205307,174
Madhya Pradesh,Khajuraho,Panna Tiger Reserve,24.5904659,79.9416518,Natural Landscapes & Wildlife,4.2,1000,Wildlife,4857,2.572640991,November to April,Medium,Panna Tiger Reserve is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.531194865,175
Uttarakhand,Dehradun,Pacific mall,43.8263024,79.3062592,Shopping & Markets,4.9,0,Urban,26840,3.230896479,October to March,High,Pacific mall is a highly recommended urban destination with an excellent overall experience.,0.29,3.531179296,176
Bihar,Patna,Buddha memorial park,25.9644427,85.2722472,Religious & Spiritual Pilgrimages,4.9,0,Religious,26768,3.230116131,October to March,High,Buddha memorial park is a highly recommended religious destination with an excellent overall experience.,0.29,3.531023226,177
Telangana,Hyderabad,Nehru Zoological Park,17.3578233,78.4716897,Natural Landscapes & Wildlife,4.2,50,Wildlife,4762,2.571611365,November to April,Medium,Nehru Zoological Park is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.53098894,178
Maharashtra,Nagpur,Umred Karhandla Wildlife Sanctuary,20.8286613,79.5932651,Natural Landscapes & Wildlife,4.2,150,Wildlife,4745,2.571427116,November to April,Medium,Umred Karhandla Wildlife Sanctuary is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.53095209,179
Uttar Pradesh,Noida,Botanical Gardens of Noida,28.5355161,77.3910265,Natural Landscapes & Wildlife,4.2,50,Wildlife,4658,2.570484195,November to April,Medium,Botanical Gardens of Noida is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.530763506,180
Kerala,Thiruvanthapuram,Thiruvanthapuram Zoological park,8.3837841,76.9804176,Natural Landscapes & Wildlife,4.2,200,Wildlife,4592,2.569768876,November to April,Medium,Thiruvanthapuram Zoological park is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.530620442,181
Uttarakhand,Dehradun,Lachhiwala nature park,30.1991577,78.1261028,Natural Landscapes & Wildlife,4.2,20,Wildlife,4371,2.56737364,November to April,Medium,Lachhiwala nature park is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.530141395,182
Odisha,Cuttack,State Botanical garden,20.462521,85.8829895,Natural Landscapes & Wildlife,4.2,50,Wildlife,4297,2.566571616,November to April,Medium,State Botanical garden is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.52998099,183
Uttarakhand,Mussoorie,Kempty Falls,30.4878,78.0367,Natural Landscapes & Wildlife,4.2,15,Wildlife,4208,2.565607019,November to April,Medium,Kempty Falls is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.52978807,184
Tamil Nadu,Madurai,Meghamalai,9.8821748,80.2707184,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.1,0,Wildlife,23016,2.709451318,November to April,High,Meghamalai is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.50855693,185
Himachal Pradesh,Manali,Solang Valley,32.316,77.157,Natural Landscapes & Wildlife,4.1,0,Wildlife,22944,2.708670969,November to April,High,Solang Valley is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.508400861,186
Karnataka,Coorg,Iruppu Falls-Brahmagiri,12.430628,75.9669536,Natural Landscapes & Wildlife,4.1,0,Wildlife,22799,2.707099435,November to April,High,Iruppu Falls-Brahmagiri is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.508086554,187
Sikkim,Namchi,Maenam Wildlife sanctuary,27.3239572,88.3799727,Natural Landscapes & Wildlife,4.7,400,Wildlife,5394,2.878461088,November to April,Medium,Maenam Wildlife sanctuary is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.505692218,188
Tamil Nadu,Kodaikanal,Caps valley viewpoint,10.2166621,77.4937172,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,50,Wildlife,5382,2.87833103,November to April,Medium,Caps valley viewpoint is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.505666206,189
Haryana,Gurugram,Sultanpur Bird sanctuary,28.4681234,76.8917707,Natural Landscapes & Wildlife,4.7,400,Wildlife,4846,2.872521771,November to April,Medium,Sultanpur Bird sanctuary is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.504504354,190
Andhra Pradesh,Kurnool,Belum Caves,15.1025794,78.1115072,Natural Landscapes & Wildlife,4.6,0,Wildlife,26026,3.042074209,November to April,High,Belum Caves is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.488414842,191
Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0147932,76.6926714,Natural Landscapes & Wildlife,4.6,0,Wildlife,25914,3.040860334,November to April,High,Nilgiri Biosphere Nature Park  is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.488172067,192
Odisha,Puri,Puri beach,19.794749,85.8179386,Natural Landscapes & Wildlife,4.6,0,Wildlife,25866,3.040340102,November to April,High,Puri beach is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.48806802,193
Punjab,Chandigarh,Sukhna Lake,13.0716298,80.2567955,Natural Landscapes & Wildlife,4.6,0,Wildlife,25840,3.040058309,November to April,High,Sukhna Lake is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.488011662,194
Assam,Kaziranga,Majuli river island,27.0016172,94.2242981,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.6,0,Wildlife,25839,3.040047471,November to April,High,Majuli river island is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.488009494,195
Himachal Pradesh,Shimla,Jakhoo hill,31.1013414,77.1835041,Natural Landscapes & Wildlife,4.6,0,Wildlife,25835,3.040004119,November to April,High,Jakhoo hill  is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.488000824,196
Goa,Goa,Arambol Beach,15.501984,73.9100068,Natural Landscapes & Wildlife,4.6,0,Wildlife,25633,3.037814808,November to April,High,Arambol Beach is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.487562962,197
Gujrat,Dwarka,Dwarka Beach & Lighthouse,23.0358621,72.5701089,Natural Landscapes & Wildlife,4.6,0,Wildlife,25626,3.037738941,November to April,High,Dwarka Beach & Lighthouse is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.487547788,198
Karnataka,Coorg,Mallalli Falls,12.0734366,76.1510815,Natural Landscapes & Wildlife,4.6,0,Wildlife,25572,3.03715368,November to April,High,Mallalli Falls is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.487430736,199
Uttarakhand,Uttarkashi,Dodital lake,30.8980456,78.5249391,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.6,0,Wildlife,25555,3.036969431,November to April,High,Dodital lake is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.487393886,200
Rajasthan,Udaipur,Lake Pichola,26.9816052,75.8447917,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.6,0,Wildlife,25549,3.036904402,November to April,High,Lake Pichola is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.48738088,201
Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,17.765657,83.3488338,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.6,0,Wildlife,25517,3.03655758,November to April,High,Indira Gandhi Zoological Park is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.487311516,202
Daman and Diu,Diu,Jampore beach,20.375971,72.825722,"Natural Landscapes & Wildlife, Beach",4.6,0,Beach,25471,3.036059025,October to March,High,Jampore beach is a highly recommended beach destination with an excellent overall experience.,0.386666667,3.487211805,203
Andaman and Nicobar Islands,Port Blair,Barren island volcano,12.2792303,93.8604402,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.6,0,Wildlife,25434,3.035658012,November to April,High,Barren island volcano is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.487131602,204
Jammu and Kashmir,Srinagar,Dal Lake,34.1105857,74.8682569,Natural Landscapes & Wildlife,4.6,0,Wildlife,25418,3.035484602,November to April,High,Dal Lake is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.48709692,205
Uttar Pradesh,Allahabad,Khusro Bagh,25.4422713,81.8210388,Natural Landscapes & Wildlife,4.6,0,Wildlife,25384,3.035116104,November to April,High,Khusro Bagh is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.487023221,206
Uttarakhand,Uttarkashi,Gaumukh glacier,30.8712743,79.1015736,Natural Landscapes & Wildlife,4.6,0,Wildlife,25369,3.034953531,November to April,High,Gaumukh glacier is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.486990706,207
Uttarakhand,Dehradun,Rajaji National Park,30.01542,78.1523984,Natural Landscapes & Wildlife,4.6,0,Wildlife,25336,3.034595872,November to April,High,Rajaji National Park  is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.486919174,208
Rajasthan,Jaipur,Cental Park,26.9049,75.8087,Natural Landscapes & Wildlife,4.6,0,Wildlife,25335,3.034585034,November to April,High,Cental Park is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.486917007,209
Maharashtra,Matheran,Dodhani Waterfalls,18.988659,73.271179,Natural Landscapes & Wildlife,4.6,0,Wildlife,25284,3.034032287,November to April,High,Dodhani Waterfalls is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.486806457,210
Delhi,Delhi,Sunder Nursery,28.5956467,77.2451691,Natural Landscapes & Wildlife,4.6,0,Wildlife,25271,3.033891391,November to April,High,Sunder Nursery is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.486778278,211
Himachal Pradesh,Manali,Beas kund,32.3664466,77.0854956,Natural Landscapes & Wildlife,4.6,0,Wildlife,25223,3.033371159,November to April,High,Beas kund is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.486674232,212
Kerala,Alappuzha,Alleppey Backwater,9.5239,76.3568,Natural Landscapes & Wildlife,4.6,0,Wildlife,25219,3.033327806,November to April,High,Alleppey Backwater is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.486665561,213
Maharashtra,Tarkarli,Tarkarli Beach,16.0136864,73.4898334,Natural Landscapes & Wildlife,4.6,0,Wildlife,25178,3.032883441,November to April,High,Tarkarli Beach is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.486576688,214
Goa,Goa,Palolem Beach,15.6846886,73.7032836,Natural Landscapes & Wildlife,4.6,0,Wildlife,25141,3.032482429,November to April,High,Palolem Beach is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.486496486,215
West Bengal,Darjeeling,"Himalayan Mountaineering Institute(Museum, Library, Souvenir shop)",27.330132,88.15141804,"Arts, Science & Literature Attractions",4.9,1650,Urban,5604,3.000737104,October to March,Medium,"Himalayan Mountaineering Institute(Museum, Library, Souvenir shop) is a highly recommended urban destination with an excellent overall experience.",0.29,3.485147421,216
Tamil Nadu,Chennai,Adventure sports at Covelong beach,12.7870019,80.2504447,Adventure & Outdoor Activities,4.9,2000,Urban,5304,2.997485653,October to March,Medium,Adventure sports at Covelong beach is a highly recommended urban destination with an excellent overall experience.,0.29,3.484497131,217
West Bengal,Darjeeling,Nightingale park,27.0537,88.2601,Sightseeing & Exploration,4.9,20,Urban,4959,2.993746484,October to March,Medium,Nightingale park is a highly recommended urban destination with an excellent overall experience.,0.29,3.483749297,218
Tamil Nadu,Madurai,Thirumalai Nayak palace,9.8780384,78.1243023,Cultural & Heritage Sites,4.9,200,Urban,4946,2.993605588,October to March,Medium,Thirumalai Nayak palace is a highly recommended urban destination with an excellent overall experience.,0.29,3.483721118,219
Tamil Nadu,Madurai,St. Mary's cathedral,9.9150904,78.0672102,Religious & Spiritual Pilgrimages,4.9,10,Religious,4808,2.992109921,October to March,Medium,St. Mary's cathedral is a highly recommended religious destination with an excellent overall experience.,0.29,3.483421984,220
Odisha,Konark,ASI Museum,19.8920686,85.8337767,"Arts, Science & Literature Attractions",4.9,850,Urban,4807,2.992099083,October to March,Medium,ASI Museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.483419817,221
Maharastra,Lonavala,Tigers Leap cliff top,18.6961,73.3852,Sightseeing & Exploration,4.4,0,Urban,24179,2.902056109,October to March,High,Tigers Leap cliff top is a popular urban place offering a pleasant and enjoyable visit.,0.466666667,3.480411222,222
Uttar Pradesh,Ayodhya,Ram Janmabhoomi,26.795688,82.194431,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0,Religious,27112,3.173844461,October to March,High,Ram Janmabhoomi is a highly recommended religious destination with an excellent overall experience.,0.29,3.469768892,223
Kerala,Kochi,National Shrine Basilica of our Lady of Ransom,10.0271483,76.3081856,Religious & Spiritual Pilgrimages,4.8,0,Religious,27100,3.173714403,October to March,High,National Shrine Basilica of our Lady of Ransom is a highly recommended religious destination with an excellent overall experience.,0.29,3.469742881,224
Uttar Pradesh,Kanpur,PPN market,26.4748119,80.3434167,Shopping & Markets,4.8,0,Urban,27094,3.173649374,October to March,High,PPN market is a highly recommended urban destination with an excellent overall experience.,0.29,3.469729875,225
Jammu and Kashmir,Srinagar,"Rafting , Gondola ride at Sonmarg",34.3031616,75.293111,Adventure & Outdoor Activities,4.8,0,Urban,27083,3.173530154,October to March,High,"Rafting , Gondola ride at Sonmarg is a highly recommended urban destination with an excellent overall experience.",0.29,3.469706031,226
Maharastra,Kolhapur,Shri Ambabai Temple,16.416,74.135999,Religious & Spiritual Pilgrimages,4.8,0,Religious,27065,3.173335067,October to March,High,Shri Ambabai Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.469667013,227
Jharkhand,Deoghar,Naulakha temple,24.4775623,86.7083557,Religious & Spiritual Pilgrimages,4.8,0,Religious,27059,3.173270038,October to March,High,Naulakha temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.469654008,228
Uttar Pradesh,Noida,DLF Mall of India,28.5673409,77.3211303,Shopping & Markets,4.8,0,Urban,27053,3.173205009,October to March,High,DLF Mall of India is a highly recommended urban destination with an excellent overall experience.,0.29,3.469641002,229
Bihar,Patna,Srikrishna science centre,25.6164189,85.1411084,"Arts, Science & Literature Attractions",4.8,0,Urban,27049,3.173161657,October to March,High,Srikrishna science centre is a highly recommended urban destination with an excellent overall experience.,0.29,3.469632331,230
Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,23.182905,75.768291,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0,Religious,27044,3.173107466,October to March,High,Mahakaleshwar Jyotirlinga is a highly recommended religious destination with an excellent overall experience.,0.29,3.469621493,231
Tamil Nadu,Madurai,Jain caves,9.9211183,78.1381094,"Cultural & Heritage Sites, Sightseeing & Exploration",4.8,0,Urban,27032,3.172977408,October to March,High,Jain caves is a highly recommended urban destination with an excellent overall experience.,0.29,3.469595482,232
Kerala,Wayanad,"Karapuzha Dam, adventure park, garden",11.6268407,76.234269,Adventure & Outdoor Activities,4.4,0,Urban,24951,2.910423176,October to March,High,"Karapuzha Dam, adventure park, garden is a popular urban place offering a pleasant and enjoyable visit.",0.458333333,3.469584635,233
Jammu and Kashmir,Srinagar,Jamia Masjid Mosque,53.3574109,-1.4819864,Religious & Spiritual Pilgrimages,4.4,0,Religious,24949,2.9104015,October to March,High,Jamia Masjid Mosque  is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.4695803,234
Madhya Pradesh,Ujjain,Mahakal Lok,23.177785,75.7693919,Sightseeing & Exploration,4.8,0,Urban,27017,3.172814835,October to March,High,Mahakal Lok is a highly recommended urban destination with an excellent overall experience.,0.29,3.469562967,235
Gujrat,Gandhinagar,Sarita Udyan,23.1667825,72.580464,Sightseeing & Exploration,4.4,0,Urban,24919,2.910076355,October to March,High,Sarita Udyan is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.469515271,236
West Bengal,Kolkata,Kumartali potter's quarter,22.5552828,88.3311699,"Arts, Science & Literature Attractions",4.4,0,Urban,24874,2.909588637,October to March,High,Kumartali potter's quarter is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.469417727,237
Himachal Pradesh,Shimla,Tara Devi Temple,31.046256,77.1342842,Religious & Spiritual Pilgrimages,4.8,0,Religious,26935,3.171926105,October to March,High,Tara Devi Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.469385221,238
West Bengal,Darjeeling,Ghoom monastery market,27.0008384,88.2436844,Shopping & Markets,4.4,0,Urban,24851,2.909339359,October to March,High,Ghoom monastery market is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.469367872,239
Gujrat,Junagadh,Mahabat Maqbara Palace,22.2371082,68.9676255,Cultural & Heritage Sites,4.4,0,Urban,24845,2.90927433,October to March,High,Mahabat Maqbara Palace is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.469354866,240
Karnataka,Chikmanglur,Shri Annapurneshwari Devi Temple,13.4167132,75.2521434,Religious & Spiritual Pilgrimages,4.8,0,Religious,26908,3.171633475,October to March,High,Shri Annapurneshwari Devi Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.469326695,241
Ladakh,Leh,Hall Of Fame,34.09,77.35,"Arts, Science & Literature Attractions",4.8,0,Urban,26904,3.171590122,October to March,High,Hall Of Fame is a highly recommended urban destination with an excellent overall experience.,0.29,3.469318024,242
West Bengal,Darjeeling,Mahakal temple,23.182905,75.768291,Religious & Spiritual Pilgrimages,4.8,0,Religious,26890,3.171438388,October to March,High,Mahakal temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.469287678,243
Odisha,Cuttack,Netaji museum,20.4700673,85.8619087,"Arts, Science & Literature Attractions",4.8,0,Urban,26889,3.17142755,October to March,High,Netaji museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.46928551,244
Uttar Pradesh,Kanpur,Z-Square mall,26.4732721,80.352673,Shopping & Markets,4.4,0,Urban,24803,2.908819127,October to March,High,Z-Square mall is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.469263825,245
Uttar Pradesh,Vrindavan,Banke Bihari Temple,27.580148,77.7010816,Religious & Spiritual Pilgrimages,4.8,0,Religious,26870,3.171221624,October to March,High,Banke Bihari Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.469244325,246
Gujarat,Ahmedabad,Manek Chowk,23.0234539,72.5766408,Shopping & Markets,4.4,0,Urban,24788,2.908656555,October to March,High,Manek Chowk is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.469231311,247
West Bengal,Darjeeling,Chowk Bazaar,23.2587841,77.4016401,Shopping & Markets,4.8,0,Urban,26860,3.171113243,October to March,High,Chowk Bazaar is a highly recommended urban destination with an excellent overall experience.,0.29,3.469222649,248
West Bengal,Murshidabad,Murshidabad District museum,24.1759039,88.2933334,Cultural & Heritage Sites,4.4,0,Urban,24779,2.908559011,October to March,High,Murshidabad District museum is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.469211802,249
Odisha,Puri,Raghurajpur Artist village,19.8855117,85.8252882,"Arts, Science & Literature Attractions",4.4,0,Urban,24768,2.908439791,October to March,High,Raghurajpur Artist village is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.469187958,250
Sikkim,Namchi,Char Dham,27.3516407,88.3239309,Religious & Spiritual Pilgrimages,4.8,0,Religious,26823,3.17071223,October to March,High,Char Dham is a highly recommended religious destination with an excellent overall experience.,0.29,3.469142446,251
Sikkim,Pelling,Pemayangtse Monastery,27.303354,88.253716,Cultural & Heritage Sites,4.8,0,Urban,26807,3.17053882,October to March,High,Pemayangtse Monastery is a highly recommended urban destination with an excellent overall experience.,0.29,3.469107764,252
Maharashtra,Pune,Dagadusheth Halwai Ganapati temple,18.5164297,73.8561329,Religious & Spiritual Pilgrimages,4.8,0,Religious,26799,3.170452114,October to March,High,Dagadusheth Halwai Ganapati temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.469090423,253
Punjab,Chandigarh,Sector 17 Market,30.7395,76.7825,Shopping & Markets,4.4,0,Urban,24711,2.907822016,October to March,High,Sector 17 Market is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.469064403,254
Maharastra,Lonavala,Lions Point,18.6999,73.3859,Sightseeing & Exploration,4.4,0,Urban,24710,2.907811177,October to March,High,Lions Point  is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.469062235,255
Punjab,Amritsar,Jallianwala Bagh,31.6199803,74.8764849,Cultural & Heritage Sites,4.8,0,Urban,26785,3.17030038,October to March,High,Jallianwala Bagh is a highly recommended urban destination with an excellent overall experience.,0.29,3.469060076,256
Ladakh,Kargil,Kargil War Memorial,34.4340036,75.8076814,Cultural & Heritage Sites,4.8,0,Urban,26784,3.170289542,October to March,High,Kargil War Memorial is a highly recommended urban destination with an excellent overall experience.,0.29,3.469057908,257
Karnataka,Chikmanglur,Shri Jagadguru Shankaracharya Peeta,13.6948738,75.635227,Religious & Spiritual Pilgrimages,4.8,0,Religious,26766,3.170094455,October to March,High,Shri Jagadguru Shankaracharya Peeta is a highly recommended religious destination with an excellent overall experience.,0.29,3.469018891,258
Telangana,Hyderabad,Lumbini Park,17.4458759,78.4186335,Natural Landscapes & Wildlife,4.1,20,Wildlife,4775,2.511752261,November to April,Medium,Lumbini Park is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.469017119,259
Maharashtra,Pune,Rajiv Gandhi zoo,18.4524807,73.8607977,Natural Landscapes & Wildlife,4.1,40,Wildlife,4767,2.511665556,November to April,Medium,Rajiv Gandhi zoo is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.468999778,260
Andhra Pradesh,Kurnool,Ahobilam temple,15.1337667,78.6741657,Religious & Spiritual Pilgrimages,4.8,0,Religious,26756,3.169986073,October to March,High,Ahobilam temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468997215,261
Uttar Pradesh,Kanpur,Jain Glass Temple,26.4672925,80.352937,Religious & Spiritual Pilgrimages,4.8,0,Religious,26754,3.169964397,October to March,High,Jain Glass Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468992879,262
Uttarakhand,Auli,Auli Gorson Trek,30.066753,79.0192997,Adventure & Outdoor Activities,4.4,0,Urban,24671,2.907388489,October to March,High,Auli Gorson Trek is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468977698,263
Karnataka,Mangalore,Dharmasthala Temple,12.9503818,75.3804923,Religious & Spiritual Pilgrimages,4.8,0,Religious,26727,3.169671766,October to March,High,Dharmasthala Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468934353,264
Uttarakhand,Uttarkashi,Dayara Bugyal  trekking and camping,30.7311363,78.4438565,Adventure & Outdoor Activities,4.8,0,Urban,26725,3.16965009,October to March,High,Dayara Bugyal  trekking and camping is a highly recommended urban destination with an excellent overall experience.,0.29,3.468930018,265
Uttar Pradesh,Meerut,Abu Lane market,28.9963119,77.7020502,Shopping & Markets,4.4,0,Urban,24647,2.907128373,October to March,High,Abu Lane market is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468925675,266
Uttar Pradesh,Mathura,"Dwarkadhish Temple,",22.2371082,68.9676255,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0,Religious,26715,3.169541708,October to March,High,"Dwarkadhish Temple, is a highly recommended religious destination with an excellent overall experience.",0.29,3.468908342,267
Punjab,Amritsar,Wagah Border,31.6207396,74.8801655,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.8,0,Urban,26704,3.169422488,October to March,High,Wagah Border is a highly recommended urban destination with an excellent overall experience.,0.29,3.468884498,268
Gujrat,Vadodara,Mandvi Gate,22.3001,73.2106,Cultural & Heritage Sites,4.4,0,Urban,24625,2.906889933,October to March,High,Mandvi Gate is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468877987,269
Uttar Pradesh,Varanasi,Mandir Gali,25.3141329,83.0119239,Cultural & Heritage Sites,4.4,0,Urban,24615,2.906781551,October to March,High,Mandir Gali is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.46885631,270
Delhi,Delhi,National Zoological Park,38.9296156,77.0497844,Natural Landscapes & Wildlife,4.1,80,Wildlife,4693,2.510863531,November to April,Medium,National Zoological Park  is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.468839373,271
Tamil Nadu,Rameswaram,Agni teertham sacred bath,9.2968404,79.5685186,Religious & Spiritual Pilgrimages,4.8,0,Religious,26683,3.169194887,October to March,High,Agni teertham sacred bath is a highly recommended religious destination with an excellent overall experience.,0.29,3.468838977,272
Rajasthan,Jaipur,Shree Khole Ki Hanuman Mandir,26.907524,75.739639,Religious & Spiritual Pilgrimages,4.8,0,Religious,26668,3.169032314,October to March,High,Shree Khole Ki Hanuman Mandir is a highly recommended religious destination with an excellent overall experience.,0.29,3.468806463,273
Tripura,Agartala,Buddha temple,23.5638643,91.6760691,Religious & Spiritual Pilgrimages,4.8,0,Religious,26662,3.168967285,October to March,High,Buddha temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468793457,274
Kerala,Kochi,Fort Kochi,10.1415953,76.1782833,Cultural & Heritage Sites,4.4,0,Urban,24581,2.906413053,October to March,High,Fort Kochi is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468782611,275
Uttar Pradesh,Meerut,Augarnath Temple,28.9968175,77.6911618,Religious & Spiritual Pilgrimages,4.8,0,Religious,26655,3.168891418,October to March,High,Augarnath Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468778284,276
Rajasthan,Jaipur,Moti Dungri Ganesh Ji Temple,26.8947,75.8167,Religious & Spiritual Pilgrimages,4.8,0,Religious,26623,3.168544596,October to March,High,Moti Dungri Ganesh Ji Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468708919,277
Uttarakhand,Rishikesh,Laxman Jhula,30.1259072,78.3308815,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.4,0,Urban,24538,2.905947012,October to March,High,Laxman Jhula is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468689402,278
Uttar Pradesh,Agra,Kinari bazar,28.6549795,77.2308333,Shopping & Markets,4.4,0,Urban,24524,2.905795278,October to March,High,Kinari bazar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468659056,279
Goa,Panjim,Our Lady of Immaculate Conception Church,15.4986,73.8294,Religious & Spiritual Pilgrimages,4.4,0,Religious,24519,2.905741087,October to March,High,Our Lady of Immaculate Conception Church is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.468648217,280
