item_id,popular_destination,city,state,latitude,longitude,synthetic_review,google_rating_norm,popularity_score_norm,estimated_visits_norm,sentiment_score_norm,experience_score_norm,price_fare_norm,place_category_Beach,place_category_Religious,place_category_Urban,place_category_Wildlife,interest_Adventure & Outdoor,interest_Adventure & Outdoor Activities,"interest_Adventure & Outdoor Activities, Natural Landscapes & Wildlife","interest_Adventure & Outdoor Activities, Sightseeing & Exploration","interest_Adventure & Outdoor Activities,Sightseeing & Exploration","interest_Arts, Science & Literature Attractions","interest_Arts, Science & Literature Attractions, Cultural & Heritage Sites","interest_Arts, Science & Literature Attractions, Sightseeing & Exploration","interest_Culinary & Food Experiences, Shopping & Markets",interest_Cultural & Heritage,interest_Cultural & Heritage Sites,"interest_Cultural & Heritage Sites, Arts, Science & Literature Attractions","interest_Cultural & Heritage Sites, Natural Landscapes & Wildlife","interest_Cultural & Heritage Sites, Religious & Spiritual Pilgrimages","interest_Cultural & Heritage Sites, Shopping & Markets","interest_Cultural & Heritage Sites, Sightseeing & Exploration",interest_Natural Landscapes & Wildlife,"interest_Natural Landscapes & Wildlife, Adventure & Outdoor Activities","interest_Natural Landscapes & Wildlife, Adventure & Outdoor Activities, Sightseeing & Exploration","interest_Natural Landscapes & Wildlife, Beach","interest_Natural Landscapes & Wildlife, Religious & Spiritual Pilgrimages","interest_Natural Landscapes & Wildlife, Sightseeing & Exploration","interest_Natural Landscapes & Wildlife,Adventure & Outdoor Activities,  Sightseeing & Exploration",interest_Religious & Spiritual Pilgrimages,"interest_Religious & Spiritual Pilgrimages, Cultural & Heritage Sites","interest_Religious & Spiritual Pilgrimages, Natural Landscapes & Wildlife","interest_Religious & Spiritual Pilgrimages, Sightseeing & Exploration",interest_Shopping & Markets,"interest_Shopping & Markets, Arts, Science & Literature Attractions",interest_Sightseeing & Exploration,"interest_Sightseeing & Exploration, Cultural & Heritage Sites","interest_Sightseeing & Exploration, Natural Landscapes & Wildlife",interest_Sports & Recreation,crowd_level_High,crowd_level_Low,crowd_level_Medium,best_season_to_visit_November to April,best_season_to_visit_October to March,state_Andaman and Nicobar Islands,state_Andhra Pradesh,state_Arunachal Pradesh,state_Assam,state_Bihar,state_Chhattisgarh,state_Daman and Diu,state_Delhi,state_Goa,state_Gujarat,state_Gujrat,state_Haryana,state_Himachal Pradesh,state_Jammu and Kashmir,state_Jharkhand,state_Karanataka,state_Karnataka,state_Kerala,state_Ladakh,state_Madhya Pradesh,state_Maharahtra,state_Maharashtra,state_Maharastra,state_Meghalaya,state_Nagaland,state_Odisha,state_Puducherry,state_Punjab,state_Rajasthan,state_Sikkim,state_Tamil Nadu,state_Telangana,state_Tripura,state_Uttar Pradesh,state_Uttarakhand,state_West Bengal
144,Berijam lake,Kodaikanal,Tamil Nadu,10.2310165,77.4785336,Berijam lake is a highly recommended wildlife destination with an excellent overall experience.,0.9347826086956522,0.1279537778172157,0.12772433075026418,0.5460674162211843,0.1417774838326274,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
145,Pulicat lake,Chennai,Tamil Nadu,13.0826802,79.84384101,Pulicat lake is a highly recommended wildlife destination with an excellent overall experience.,0.9347826086956522,0.12794545177894442,0.12763076787601269,0.5460674162211843,0.14177576173726614,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
146,Allen Forest Zoo,Kanpur,Uttar Pradesh,26.5028694,80.3031232,Allen Forest Zoo is a highly recommended wildlife destination with an excellent overall experience.,0.9347826086956522,0.12794104390291197,0.12758123458964424,0.5460674162211843,0.1417748500782076,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
147,Muchalinda lake,Bodh Gaya,Bihar,24.6806441,84.9926622,Muchalinda lake is a highly recommended wildlife destination with an excellent overall experience.,0.9347826086956522,0.12789010815531893,0.1270088499471645,0.5460674162211843,0.14176431496706332,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,Orchid national park,Kaziranga,Assam,26.2006043,92.9375739,Orchid national park is a highly recommended wildlife destination with an excellent overall experience.,0.9347826086956522,0.12783623380864123,0.12640344311377247,0.5460674162211843,0.1417531720520583,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,Lake Pichola,Udaipur,Rajasthan,26.9240458,75.8267144,Lake Pichola is a highly recommended wildlife destination with an excellent overall experience.,0.9347826086956522,0.1278337849685392,0.12637592462134556,0.5460674162211843,0.14175266556441854,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
150,Chamundi Betta,Mysore,Karnataka,12.2725036,76.6707154,Chamundi Betta is a highly recommended wildlife destination with an excellent overall experience.,0.9347826086956522,0.1278083171399317,0.12608973230010567,0.5460674162211843,0.14174739800884642,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,Queensland amusement park,Chennai,Tamil Nadu,13.0300355,80.240321,Queensland amusement park is a highly recommended urban destination with an excellent overall experience.,1.0000000000000002,0.12612007675969125,0.01571305917576611,0.3505617973937633,0.14163187980528158,0.044000000000000004,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
152,Darjeeling Ropeway,Darjeeling,West Bengal,27.0614867,88.2537138,Darjeeling Ropeway  is a highly recommended urban destination with an excellent overall experience.,1.0000000000000002,0.12597657511833762,0.014100475519549136,0.3505617973937633,0.14160219915291938,0.014,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
153,Kamasutra temples,Khajuraho,Madhya Pradesh,24.512485,79.567993,Kamasutra temples is a highly recommended urban destination with an excellent overall experience.,1.0000000000000002,0.12584139951525533,0.012581454737583654,0.3505617973937633,0.14157424059591842,0.0032,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,Great Himalayan National Park,Kullu,Himachal Pradesh,31.7985414,77.5160134,Great Himalayan National Park is a highly recommended wildlife destination with an excellent overall experience.,0.891304347826087,0.11232190516064197,0.012999735822472701,0.7550561797798256,0.14111461357766528,0.004,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,Golden Temple (Harmandir Sahib),Amritsar,Punjab,31.6256935,74.8790091,Golden Temple (Harmandir Sahib) is a highly recommended religious destination with an excellent overall experience.,0.9782608695652176,0.13415078557445648,0.1364256780556534,0.354606741217624,0.14109645143000735,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
156,Sitabinji Fresco painting and rock inscription,Keonjhar,Odisha,21.5024021,85.8221225,Sitabinji Fresco painting and rock inscription is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.13414931625231963,0.13640916696019725,0.3505617973937633,0.14095594980531628,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
157,State museum Hotwar,Ranchi,Jharkhand,23.3835366,85.3854678,State museum Hotwar is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.13414001069608308,0.136304596688975,0.3505617973937633,0.14095402512424565,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,Thangkharang park,Cherrapunji,Meghalaya,25.2167071,91.7240776,Thangkharang park is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.13410278842594803,0.13588631560408596,0.3505617973937633,0.14094632635323054,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
159,Kunjapuri Devi Temple and camps,Rishikesh,Uttarakhand,30.1142698,78.4320327,Kunjapuri Devi Temple and camps is a highly recommended religious destination with an excellent overall experience.,0.9782608695652176,0.13407095359499963,0.1355285752025361,0.3505617973937633,0.1409397419204485,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
160,Water Sports in Alibaug,Alibaug,Maharashtra,18.6583989,72.8773346,Water Sports in Alibaug is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.13406997407703444,0.13551756780556534,0.3505617973937633,0.14093953933473913,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,Kamakhya Temple,Guwahati,Assam,26.1664108,91.7055031,Kamakhya Temple is a highly recommended religious destination with an excellent overall experience.,0.9782608695652176,0.13402442576862805,0.1350057238464248,0.3505617973937633,0.14093011851509535,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,Govind Devji Temple,Vrindavan,Uttar Pradesh,26.9288341,75.8240701,Govind Devji Temple is a highly recommended religious destination with an excellent overall experience.,0.9782608695652176,0.1340126713722895,0.13487363508277564,0.3505617973937633,0.14092768734638494,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
163,Grand Venice Mall,Noida,Uttar Pradesh,28.4525346,77.5263114,Grand Venice Mall is a highly recommended urban destination with an excellent overall experience.,0.9565217391304347,0.1310642809490714,0.13220984501585065,0.4355056176948365,0.140925391141349,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
164,DB City Mall,Bhopal,Madhya Pradesh,23.232698,77.4298564,DB City Mall is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.1339656537417463,0.13434528002817894,0.3505617973937633,0.1409179626248108,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,Mall road,Darjeeling,West Bengal,27.2,88.15,Mall road is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.13387455717012256,0.13332159210989786,0.3505617973937633,0.14089912098552326,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
166,Samstanling Monastery,Diskit,Ladakh,34.36,77.42,Samstanling Monastery is a highly recommended religious destination with an excellent overall experience.,0.9782608695652176,0.13386574137286866,0.133222525537161,0.3505617973937633,0.1408972976206736,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,Hanuman Vatika garden,Rourkela,Odisha,22.2217242,84.867526,Hanuman Vatika garden is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.13385888461154513,0.13314547375836563,0.3505617973937633,0.14089587942724272,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
168,Lingaraj Temple,Konark,Odisha,20.2384519,86.091184,Lingaraj Temple is a highly recommended religious destination with an excellent overall experience.,0.9782608695652176,0.13383439630090285,0.13287028883409652,0.3505617973937633,0.14089081445737997,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
169,Everest museum,Darjeeling,West Bengal,27.9881206,86.9249751,Everest museum is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.133828029343751,0.13279874075378656,0.3505617973937633,0.14088949758017008,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
170,Shree Harminder Sahib Gurudwara,Amritsar,Punjab,31.6271534,74.8673445,Shree Harminder Sahib Gurudwara is a highly recommended religious destination with an excellent overall experience.,0.9782608695652176,0.13380354098791966,0.13252355582951744,0.3505617973937633,0.14088443261030734,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
171,"Skywalk ,zipswings in Mussoorie",Mussoorie,Uttarakhand,30.4597892,78.0643723,"Skywalk ,zipswings in Mussoorie is a highly recommended urban destination with an excellent overall experience.",0.9782608695652176,0.1337927661095463,0.13240247446283904,0.3505617973937633,0.14088220402730633,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
172,Go-karting at Link road,Gurugram,Haryana,29.0587757,76.085601,Go-karting at Link road is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.13377758335514053,0.13223185980979218,0.3505617973937633,0.1408790637385142,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,Hazratganj market,Lucknow,Uttar Pradesh,26.8541536,80.9447827,Hazratganj market is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.13377219591595385,0.13217131912645297,0.3505617973937633,0.1408779494470137,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
174,Panna Tiger Reserve,Khajuraho,Madhya Pradesh,24.5904659,79.9416518,Panna Tiger Reserve is a popular wildlife place offering a pleasant and enjoyable visit.,0.8260869565217392,0.10402037499277961,0.011117470940471998,1.0,0.14087746146547334,0.08,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,Pacific mall,Dehradun,Uttarakhand,43.8263024,79.3062592,Pacific mall is a highly recommended urban destination with an excellent overall experience.,0.9782608695652176,0.13376631871778458,0.1321052747446284,0.3505617973937633,0.14087673388602479,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
176,Buddha memorial park,Patna,Bihar,25.9644427,85.2722472,Buddha memorial park is a highly recommended religious destination with an excellent overall experience.,0.9782608695652176,0.13373105552876896,0.1317090084536809,0.3505617973937633,0.14086944033316104,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,Nehru Zoological Park,Hyderabad,Telangana,17.3578233,78.4716897,Nehru Zoological Park is a popular wildlife place offering a pleasant and enjoyable visit.,0.8260869565217392,0.103973847166408,0.01059461958436069,1.0,0.14086783806012018,0.004,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
178,Umred Karhandla Wildlife Sanctuary,Nagpur,Maharashtra,20.8286613,79.5932651,Umred Karhandla Wildlife Sanctuary is a popular wildlife place offering a pleasant and enjoyable visit.,0.8260869565217392,0.10396552112813673,0.010501056710109194,1.0,0.14086611596475893,0.012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,Botanical Gardens of Noida,Noida,Uttar Pradesh,28.5355161,77.3910265,Botanical Gardens of Noida is a popular wildlife place offering a pleasant and enjoyable visit.,0.8260869565217392,0.10392291141881496,0.010022234941880944,1.0,0.14085730294897592,0.004,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
180,Thiruvanthapuram Zoological park,Thiruvanthapuram,Kerala,8.3837841,76.9804176,Thiruvanthapuram Zoological park is a popular wildlife place offering a pleasant and enjoyable visit.,0.8260869565217392,0.10389058682888397,0.009658990841845719,1.0,0.14085061719997288,0.016,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,Lachhiwala nature park,Dehradun,Uttarakhand,30.1991577,78.1261028,Lachhiwala nature park is a popular wildlife place offering a pleasant and enjoyable visit.,0.8260869565217392,0.10378234837654599,0.00844267347657626,1.0,0.14082823010047443,0.0016,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
182,State Botanical garden,Cuttack,Odisha,20.462521,85.8829895,State Botanical garden is a popular wildlife place offering a pleasant and enjoyable visit.,0.8260869565217392,0.10374610566956516,0.00803539978865798,1.0,0.14082073396190128,0.004,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
183,Kempty Falls,Mussoorie,Uttarakhand,30.4878,78.0367,Kempty Falls is a popular wildlife place offering a pleasant and enjoyable visit.,0.8260869565217392,0.10370251644227824,0.007545570623458965,1.0,0.1408117183136763,0.0012000000000000001,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
184,Meghamalai,Madurai,Tamil Nadu,9.8821748,80.2707184,Meghamalai is a popular wildlife place offering a pleasant and enjoyable visit.,0.8043478260869564,0.11020270444104016,0.11105913173652696,1.0,0.13981953248713838,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
185,Solang Valley,Manali,Himachal Pradesh,32.316,77.157,Solang Valley is a popular wildlife place offering a pleasant and enjoyable visit.,0.8043478260869564,0.11016744120683547,0.11066286544557943,1.0,0.13981223898100723,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,Iruppu Falls-Brahmagiri,Coorg,Karnataka,12.430628,75.9669536,Iruppu Falls-Brahmagiri is a popular wildlife place offering a pleasant and enjoyable visit.,0.8043478260869564,0.11009642506982162,0.10986482916519902,1.0,0.1397975506057913,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,Maenam Wildlife sanctuary,Namchi,Sikkim,27.3239572,88.3799727,Maenam Wildlife sanctuary is a highly recommended wildlife destination with an excellent overall experience.,0.9347826086956522,0.11784009630338652,0.014072957027122227,0.5460674162211843,0.1396856571208833,0.032,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
188,Caps valley viewpoint,Kodaikanal,Tamil Nadu,10.2166621,77.4937172,Caps valley viewpoint is a highly recommended wildlife destination with an excellent overall experience.,0.9347826086956522,0.11783421910521727,0.01400691264529764,0.5460674162211843,0.1396844415131618,0.004,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
